name,phone,address,city,state,website,rating,vertical,source
Robb's Electric,(952) 448-4030,"505 Broadway St, Carver, MN 55315, USA",Shakopee,MN,https://www.robbselectricinc.net/,4.6,electricians,google_places
Progress Valley Electric Inc,(952) 448-4841,"1509 Sunshine Ct, Chaska, MN 55318, USA",Shakopee,MN,http://www.progressvalleyelectric.com/,5,electricians,google_places
Lemke Electric LLC,(612) 747-1749,"836 Regent Dr, Shakopee, MN 55379, USA",Shakopee,MN,,4,electricians,google_places
Priority Electric Inc,(952) 403-9200,"1025 Market St S, Shakopee, MN 55379, USA",Shakopee,MN,,5,electricians,google_places
Electrical Production Services,(952) 401-1888,"4201 Norex Dr Suite 200, Chaska, MN 55318, USA",Shakopee,MN,http://www.electricalproduction.com/,4.2,electricians,google_places
Blue Quest Electric,(651) 815-1812,"1001 Johnson Pkwy # A1, St Paul, MN 55106, USA",Maplewood,MN,https://www.bluequestmn.com/,5,electricians,google_places
"Stern Electric, Inc.",(651) 260-2710,"8804 Greenway Ave S, Cottage Grove, MN 55016, USA",Cottage Grove,MN,https://sternelectricinc.com/,4.9,electricians,google_places
Arden's Electric,(952) 800-9495,"2720 Arthur St, Roseville, MN 55113, USA",Roseville,MN,,5,electricians,google_places
Amp'd Electric,(651) 368-1310,"75 W Viking Dr #203, Little Canada, MN 55117, USA",Roseville,MN,http://ampd-mn.com/,5,electricians,google_places
"Hero: Plumbing, Heating, Cooling, Drains, Ducts & Electrical",(651) 314-3660,"2963 Yorkton Blvd, Little Canada, MN 55117, USA",Roseville,MN,https://callhero.com/little-canada/?utm_source=google-gbp&utm_medium=organic&utm_campaign=*125*hero-plumbing-heating-little-canada,4.9,electricians,google_places
The Electric Guys,(651) 353-1905,"9179 Cavanaugh Ct, Inver Grove Heights, MN 55076, USA",Inver Grove Heights,MN,,4.6,electricians,google_places
Bill Molnar Electric Co,(651) 451-3063,"1900 Southgate Dr, South St Paul, MN 55075, USA",Inver Grove Heights,MN,,4.5,electricians,google_places
Elroy's Electric Service,(651) 454-5672,"8334 Argenta Trail, Inver Grove Heights, MN 55077, USA",Inver Grove Heights,MN,https://www.elroyselectricsrv.com/,4.8,electricians,google_places
Genuine Electric,(612) 207-3065,"16676 Valley Dr NW, Andover, MN 55304, USA",Andover,MN,https://www.callgenuine.com/,5,electricians,google_places
"Live Wire Electrical Services, Llc",(651) 688-2400,"13319 Aberdeen St NE, Ham Lake, MN 55304, USA",Andover,MN,http://www.livewiresolarmn.com/,5,electricians,google_places
Bassing Electric,(763) 434-3298,"13720 Lincoln St NE suite c, Ham Lake, MN 55304, USA",Andover,MN,http://bassingelectric.com/,4.6,electricians,google_places
Savoy Electrician & Handyman,(763) 220-6390,"1003 Lund Blvd, Anoka, MN 55303, USA",Andover,MN,,5,electricians,google_places
Mettler Electric,(612) 488-2337,"498 Andover Blvd NE, Ham Lake, MN 55304, USA",Andover,MN,,4.3,electricians,google_places
Donovan Construction,(763) 208-8450,"13735 Aberdeen St NE, Andover, MN 55304, USA",Andover,MN,http://www.mp-systemsinc.com/,5,electricians,google_places
Landmark Electric Inc.,(763) 795-8268,"6451 McKinley St NW Ste. Q, Ramsey, MN 55303, USA",Champlin,MN,https://www.landmarkelectricinc.com/,4.8,electricians,google_places
Day 4 Electric,(763) 284-3294,"18753 Orchid St NW, Oak Grove, MN 55303, USA",Champlin,MN,https://day-4.com/,4.9,electricians,google_places
"Accredited Electrical Solutions, LLC",(763) 355-5898,"15741 Azurite Ct NW, Ramsey, MN 55303, USA",Champlin,MN,http://www.accreditedelectric.com/,4.7,electricians,google_places
Hannay Electric LLC,(612) 325-2455,"19120 Freeport St #424, Elk River, MN 55330, USA",Elk River,MN,https://www.hannayelectric.com/,4.9,electricians,google_places
Omega Electric,(612) 282-4444,"10720 190th Ave NW, Elk River, MN 55330, USA",Elk River,MN,http://www.omegamn.com/,5,electricians,google_places
T W Hipsag Electric Inc,(763) 441-1193,"17286 Ulysses St NW, Elk River, MN 55330, USA",Elk River,MN,http://twhipsagelectric.com/,5,electricians,google_places
Complete Electrical Solutions,(763) 670-3113,"9440 187th Ave NW, Nowthen, MN 55330, USA",Elk River,MN,https://completeelectricalsolutions.net/,5,electricians,google_places
Midwest Electric & Generator,(612) 284-1550,"10215 Twin Lakes Rd NW, Elk River, MN 55330, USA",Elk River,MN,https://midwestgenerators.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_term=elk_river,4.9,electricians,google_places
Jeske Electric Inc,(763) 265-2406,"4124 MacKenzie Ct NE #100, St Michael, MN 55376, USA",Elk River,MN,https://www.jeskeelectric.com/,4.8,electricians,google_places
Dean's Home Services,(763) 200-8013,"15777 Jarvis St NW, Elk River, MN 55330, USA",Elk River,MN,https://calldeans.com/?utm_source=google&utm_medium=organic&utm_campaign=GMBListing-Elk-River-MN,4.8,electricians,google_places
Elk River Winlectric Co,(763) 241-1617,"12777 Meadowvale Rd NW, Elk River, MN 55330, USA",Elk River,MN,http://www.elkriverwinlectric.com/,4.4,electricians,google_places
Electric,,"19050 Industrial Blvd NW Suite 1, Elk River, MN 55330, USA",Elk River,MN,,3.7,electricians,google_places
MN Remote Starters,(763) 439-5049,"15084 96th St NE, Otsego, MN 55330, USA",Elk River,MN,https://www.mnremotestarters.com/,5,electricians,google_places
O'Neill Electric Inc.,(651) 342-0906,"6143 Osgood Ave N, Stillwater, MN 55082, USA",Stillwater,MN,http://www.oneillelectricmn.com/?utm_source=google-gmb-maps&utm_medium=gmb-website-button&utm_campaign=locl.io&utm_content=27d25256-22da-4a17-bdcd-dd09c6147a24,4.8,electricians,google_places
Erick Marshall Electric Inc,(651) 426-3889,"12353 Otchipwe Ave N, Stillwater, MN 55082, USA",Stillwater,MN,https://usmapol.org/details/erick-marshall-electric-inc-ChIJQ9w,4.3,electricians,google_places
ACE Electric,(405) 612-7182,"902 W Liberty Ave, Stillwater, OK 74075, USA",Stillwater,MN,http://www.aceelectricstw.com/,4.8,electricians,google_places
Wilson Electric & Alarm Co. LLC,(405) 372-0245,"408 Wildwood Acres Dr, Stillwater, OK 74075, USA",Stillwater,MN,http://www.wilsonelectricalarm.com/,4.9,electricians,google_places
Field Electric,(405) 372-5413,"109 S Main St, Stillwater, OK 74074, USA",Stillwater,MN,http://fieldelectricinc.com/,4.8,electricians,google_places
Knights Electric LLC,(405) 714-6003,"3619 N Park Dr, Stillwater, OK 74075, USA",Stillwater,MN,http://knightselectricllc.com/,4.9,electricians,google_places
Midwest Power Solutions,(612) 221-2965,"13470 49th St N, Stillwater, MN 55082, USA",Stillwater,MN,https://www.midwestps.org/,,electricians,google_places
Midwest Electrical Construction,(651) 773-1287,"3825 Lake Elmo Ave N A, Lake Elmo, MN 55042, USA",Stillwater,MN,,,electricians,google_places
Hardwire Technology Corporation,(763) 783-8111,"7930 University Ave NE, Fridley, MN 55432, USA",Fridley,MN,http://www.hardwiretech.com/,5,electricians,google_places
"Division 16 Electric, LLC",(763) 276-0067,"7875 Beech St NE, Fridley, MN 55432, USA",Fridley,MN,https://www.division16electric.com/,4,electricians,google_places
Caldwell Electrical Repairs,(952) 522-9951,"29 Park Ln, Hopkins, MN 55343, USA",Hopkins,MN,,5,electricians,google_places
Aspen Electric Inc,(952) 890-6364,"8085 124th St W, Savage, MN 55378, USA",Savage,MN,,5,electricians,google_places
Minneapolis Electrical & AC Repairs,(952) 295-4265,"8603 W 125th St, Savage, MN 55378, USA",Savage,MN,,5,electricians,google_places
TJM Electric,(612) 220-5033,"20505 Lynn Dr, Prior Lake, MN 55372, USA",Savage,MN,https://tjmelectricmn.com/,5,electricians,google_places
"Admiral Electrical, HVAC, & Plumbing Services",(952) 226-5577,"16221 Main Ave SE, Prior Lake, MN 55372, USA",Savage,MN,http://www.admiral-rms.com/,5,electricians,google_places
"Cal-Tex Electric, Inc.",(952) 447-1125,"17001 Fish Point Rd, Prior Lake, MN 55372, USA",Prior Lake,MN,http://www.cal-texelectric.com/,4.4,electricians,google_places
Prior Electrical,(952) 491-4049,"16535 Anna Trail SE, Prior Lake, MN 55372, USA",Prior Lake,MN,,5,electricians,google_places
cities edge electric llc,(612) 221-4298,"19375 Foxfield Dr, Prior Lake, MN 55372, USA",Prior Lake,MN,http://www.citiesedgeelectricllc.com/,1,electricians,google_places
Friendly Electric LLC,(952) 423-8224,"16680 County Rd 40, Carver, MN 55315, USA",Prior Lake,MN,http://www.friendlyelectricllc.com/,4.8,electricians,google_places
H & J Electric LLC,(612) 366-5705,"7210 Mellgren Ln, Chaska, MN 55318, USA",Chaska,MN,,5,electricians,google_places
Bishop Electric,(952) 200-2054,"642 Koehnen Dr, Chaska, MN 55318, USA",Chaska,MN,http://bishopelectric.info/,5,electricians,google_places
Signature Electric Co,(952) 443-4434,"1855 80th St, Victoria, MN 55386, USA",Chaska,MN,https://www.signatureelectric.net/,5,electricians,google_places
River City Electric,(952) 448-1848,"1665 Highwood Dr, Chaska, MN 55318, USA",Chaska,MN,,5,electricians,google_places
Edens Electrical Repair & Installs,(952) 373-5382,"240 N Chestnut St, Chaska, MN 55318, USA",Chaska,MN,,5,electricians,google_places
CVA Electrical Serv & Dryer vent service ltd,(218) 247-3341,"2925 Water Tower Pl, Chaska, MN 55318, USA",Chaska,MN,,4.2,electricians,google_places
Chaska City Electric,(952) 448-4335,"660 Victoria Dr, Chaska, MN 55318, USA",Chaska,MN,http://chaskamn.com/,5,electricians,google_places
K2 Electric,(952) 470-9265,"7050 Utica Ln, Chanhassen, MN 55317, USA",Chanhassen,MN,http://k2mn.com/,5,electricians,google_places
Eagan's Electrical Services,(763) 878-7687,"8973 Crossroads Blvd, Chanhassen, MN 55317, USA",Chanhassen,MN,,5,electricians,google_places
Ham Lakes Electrical Services,,"1004 Park Rd, Chanhassen, MN 55317, USA",Chanhassen,MN,https://www.minnesota-electrician.com/electrician-in-chanhassen/,,electricians,google_places
Frontier Electric Co,,"800 Water St, Excelsior, MN 55331, USA",Chanhassen,MN,,5,electricians,google_places
"Miller Electrical LLC, Miller Utilities LLC, Miller Optical LLC",(651) 538-4500,"2911 Enterprise Ave # A, Hastings, MN 55033, USA",Hastings,MN,https://www.millermn.com/,4.6,electricians,google_places
FourTENS Electricians,(651) 877-6600,"1125 S Frontage Rd, Hastings, MN 55033, USA",Hastings,MN,https://hastingselectricians.site/,4.9,electricians,google_places
Michael's Electric-Hastings,(651) 295-2015,"915 2nd St E, Hastings, MN 55033, USA",Hastings,MN,http://www.manta.com/c/mmdjf1d/michael-s-electric-hastings,5,electricians,google_places
Golden Gate Electric,(612) 208-5194,"482 Northern Lights Dr, Prescott, WI 54021, USA",Hastings,MN,https://goldengateelectric.net/,5,electricians,google_places
HAP-E Homes,(952) 393-3812,"409 6th St W, Hastings, MN 55033, USA",Hastings,MN,https://hapehomes.com/,5,electricians,google_places
Capital City Auto Electric,(651) 292-9571,"211 10th Street East apt 120, Hastings, MN 55033, USA",Hastings,MN,,3.6,electricians,google_places
Morgan Electrical Service Inc,(269) 948-9244,"1011 E State St, Hastings, MI 49058, USA",Hastings,MN,http://www.morganelectrical.com/,5,electricians,google_places
Dale's Electric LLC,(402) 469-0620,"1305 E 6th St, Hastings, NE 68901, USA",Hastings,MN,,4.6,electricians,google_places
Freeway Electric of Afton Inc,(651) 436-5868,"6404 Oakgreen Ave S, Hastings, MN 55033, USA",Hastings,MN,https://www.minnesota-electrician.com/electrician-in-afton/,5,electricians,google_places
Archibald Electric,(507) 330-4636,"5513 263rd St E, Faribault, MN 55021, USA",Faribault,MN,https://archibaldelectricmn.com/,5,electricians,google_places
Cedar Lake Electric Inc,(507) 334-9546,"20700 Bagley Ave, Faribault, MN 55021, USA",Faribault,MN,https://cedarlakeelectric.com/,4.7,electricians,google_places
Scheffler Energy,(651) 280-8334,"115 1st Ave SW, Faribault, MN 55021, USA",Faribault,MN,https://www.schefflerenergy.com/,5,electricians,google_places
LaCanne Electric,(507) 838-5198,"15983 Cabot Ave, Faribault, MN 55021, USA",Faribault,MN,http://lacanne-electric.com/,5,electricians,google_places
Guth Electric LLC,(507) 645-9760,"700 Weaver Road, Dundas, MN 55019, USA",Faribault,MN,https://www.guthelectric.com/,4.8,electricians,google_places
Bob's Electric,(507) 334-9012,"19601 Davis Ave, Faribault, MN 55021, USA",Faribault,MN,,4,electricians,google_places
Owatonna Electric Inc,(507) 363-3500,"521 Agnes St, Owatonna, MN 55060, USA",Faribault,MN,http://www.owatonnaelectric.com/,5,electricians,google_places
"Franek Electric, Inc.",(507) 645-5303,"4 Jefferson Dr, Northfield, MN 55057, USA",Faribault,MN,http://www.franekelectric.com/,4.4,electricians,google_places
Four Seasons Electric,(507) 446-8415,"3127 County Hwy 45, Owatonna, MN 55060, USA",Faribault,MN,http://www.fourseasonselectric.com/,4.8,electricians,google_places
Temple Electric Motor Service Inc,(507) 334-6989,"2121 2nd Ave NW, Faribault, MN 55021, USA",Faribault,MN,https://www.temple-ems.com/,4.7,electricians,google_places
R & K Electric,(507) 451-6409,"3445 Hoffman Dr NW, Owatonna, MN 55060, USA",Faribault,MN,http://www.rkelectricmn.com/,4.4,electricians,google_places
Cole's Electric Inc,(507) 451-1387,"7596 NW 40th St, Owatonna, MN 55060, USA",Faribault,MN,https://coleselectric.com/,4.5,electricians,google_places
Slinger Electric Inc,(507) 332-2144,"19547 Roberds Lake Blvd, Faribault, MN 55021, USA",Faribault,MN,,5,electricians,google_places
Schulz Electric Inc,(507) 645-7742,"32110 Dresden Ave, Northfield, MN 55057, USA",Faribault,MN,https://schulzelectricinc.com/,4.1,electricians,google_places
Ruhland Electric Inc.,(507) 364-7720,"287 Montgomery Ave SW, Montgomery, MN 56069, USA",Faribault,MN,,4.9,electricians,google_places
Norsepower Electrical Solutions,(507) 456-7650,"4088 SW 92nd Ave, Waseca, MN 56093, USA",Faribault,MN,https://norsepowerelectrical.com/,5,electricians,google_places
Fette Electronics,(507) 334-3412,"205 Central Ave N, Faribault, MN 55021, USA",Faribault,MN,https://www.fetteelectronics.com/,4.7,electricians,google_places
K&M Heating & Air Conditioning,(507) 334-4300,"3105 Industrial Dr, Faribault, MN 55021, USA",Faribault,MN,https://kandmheatingmn.com/,4.9,electricians,google_places
"M Jones Electric, LLC",(507) 279-3227,"28847 Isle Ave, Northfield, MN 55057, USA",Northfield,MN,http://www.mjoneselectricllc.com/,5,electricians,google_places
"APEX ELECTRICAL CONTRACTING, LLC.",(507) 645-0170,"31255 Foliage Ave, Northfield, MN 55057, USA",Northfield,MN,http://www.apex4electrical.com/,3.7,electricians,google_places
Mister Sparky of Northfield,(507) 550-2154,"32018 Dahomey Ave, Northfield, MN 55057, USA",Northfield,MN,https://www.mistersparky.com/south-sota/?utm_source=gbp&utm_medium=organic&utm_campaign=MS0361_-643873-,5,electricians,google_places
Hehr Electric,(507) 301-8107,"10825 Farrel Ct, Northfield, MN 55057, USA",Northfield,MN,,5,electricians,google_places
Mr Electric,(507) 645-7603,"Northfield, MN 55057, USA",Northfield,MN,https://mrelectric.com/,,electricians,google_places
Northwoods Electric,(612) 718-8250,"2543 280th Ct NE, Isanti, MN 55040, USA",Northfield,MN,http://www.northwoodselectricmn.com/,5,electricians,google_places
Ga Ernst & Associates Inc,(507) 663-7857,"2377 Union Lake Trail, Northfield, MN 55057, USA",Northfield,MN,,4,electricians,google_places
Bonafide Electric Co.,(507) 222-9111,"226 Spring Wheat Dr, Dundas, MN 55019, USA",Northfield,MN,,,electricians,google_places
Parker Electric,(651) 388-9797,"2374 Old Zumbrota St, Red Wing, MN 55066, USA",Red Wing,MN,http://tomparkerelectric.com/,4.9,electricians,google_places
Hart's Electric,(651) 380-3735,"724 Hallstrom Dr, Red Wing, MN 55066, USA",Red Wing,MN,http://www.hartselectricrw.com/,4.4,electricians,google_places
Ringeisen Electric,(651) 258-4152,"16709 325th St, Red Wing, MN 55066, USA",Red Wing,MN,http://ringeisenelectric.com/,5,electricians,google_places
"Munson Electric, Inc.",(651) 327-2775,"1617 Hay Creek Valley Road, Red Wing, MN, Red Wing, MN 55066, USA",Red Wing,MN,http://www.munsonelectricinc.com/,4.3,electricians,google_places
Static Electric LLC,(651) 388-3302,"30874 County 53 Blvd, Red Wing, MN 55066, USA",Red Wing,MN,,5,electricians,google_places
Shane Electric Inc,(507) 824-2191,"10840 400th St, Zumbrota, MN 55992, USA",Red Wing,MN,,5,electricians,google_places
Astound LLC,(763) 706-7251,"821 Tile Dr, Red Wing, MN 55066, USA",Red Wing,MN,http://www.astoundllc.com/,5,electricians,google_places
Benda Electric Inc,(651) 923-4737,"213 2nd Ave, Goodhue, MN 55027, USA",Red Wing,MN,http://www.bendaelectricinc.com/,4.4,electricians,google_places
Acelectric of Red Wing LLC,(651) 388-5590,"217 Plum St #100, Red Wing, MN 55066, USA",Red Wing,MN,,,electricians,google_places
Reichel Electric,(218) 666-5876,"9638 Ashawa Rd, Cook, MN 55723, USA",Red Wing,MN,https://www.reichelelectric.com/,4.8,electricians,google_places
Kask Electric Co,(651) 388-5042,"436 W 3rd St, Red Wing, MN 55066, USA",Red Wing,MN,,,electricians,google_places
Kaehler Electric,(507) 429-7744,"PO Box 848, Winona, MN 55987, USA",Winona,MN,http://www.kaehlerelectric.com/,4.8,electricians,google_places
"Key Electric & Automation, Inc.",(507) 454-0044,"1200 E 7th St, Winona, MN 55987, USA",Winona,MN,http://keyelec.net/,5,electricians,google_places
Polachek Electric,(507) 452-9275,"971 W 5th St, Winona, MN 55987, USA",Winona,MN,,4.4,electricians,google_places
Dick's Electric,(507) 454-5724,"301 E 3rd St, Winona, MN 55987, USA",Winona,MN,,4.7,electricians,google_places
Johnson Electric,(507) 452-5006,"753 MN-43, Winona, MN 55987, USA",Winona,MN,,4.7,electricians,google_places
Lackore Electric Motor Repair,(507) 452-3103,"108 W 2nd St, Winona, MN 55987, USA",Winona,MN,http://www.lackoreelectric.com/,4.4,electricians,google_places
"Elite Electric Solutions, LLC",(608) 779-0451,"1008 Oak Ave S, Onalaska, WI 54650, USA",Winona,MN,http://www.eliteelectricsolutions.com/,5,electricians,google_places
Sparks Electric,(608) 790-1334,"24667 3rd St, Trempealeau, WI 54661, USA",Winona,MN,https://sparkselectricalsolutions.com/,5,electricians,google_places
R P Electric Inc,(507) 450-9312,"22534 Betty Jane Dr, Winona, MN 55987, USA",Winona,MN,,3,electricians,google_places
Graf Electric,(507) 895-6156,"520 Kistler Dr, La Crescent, MN 55947, USA",Winona,MN,http://www.grafelectric.info/,4.7,electricians,google_places
Bauer Electrotech,(507) 454-5564,"517 41st Ave, Winona, MN 55987, USA",Winona,MN,,5,electricians,google_places
Terry's Electrical Services,(608) 687-9772,"456 North St, Fountain City, WI 54629, USA",Winona,MN,,5,electricians,google_places
Kish & Sons Electric Inc,(608) 785-0207,"2135 Enterprise Ave, La Crosse, WI 54603, USA",Winona,MN,http://www.kishelectric.com/,4.6,electricians,google_places
"Prigge Electric, LLC",(507) 450-9094,"17287 Henry Dr, Lewiston, MN 55952, USA",Winona,MN,,4.8,electricians,google_places
Slaby Electric,(608) 323-3241,"1470 E Wilson Ave, Arcadia, WI 54612, USA",Winona,MN,https://www.facebook.com/SlabyElectricLLC/,4.8,electricians,google_places
Austin Electric,(507) 434-8080,"1111 5th Pl SE, Austin, MN 55912, USA",Austin,MN,http://www.austinelectric.net/,4.8,electricians,google_places
Fox Electric Co.,(507) 433-7184,"500 10th St NE, Austin, MN 55912, USA",Austin,MN,https://foxelectricinc.com/,4.8,electricians,google_places
Matyas Electric LLC,(507) 434-7534,"30300 Mower Freeborn Rd, Austin, MN 55912, USA",Austin,MN,,4.5,electricians,google_places
Krell Electric,(507) 202-4089,"12622 SE 84th Ave, Blooming Prairie, MN 55917, USA",Austin,MN,https://krellelectric.com/,5,electricians,google_places
DC Electric,(512) 954-4782,"3906 N Lamar Blvd #204AB, Austin, TX 78756, USA",Austin,MN,https://www.calldcelectrical.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,5,electricians,google_places
"Schammel Electric, Inc.",(507) 433-3486,"1200 21st Ave NE, Austin, MN 55912, USA",Austin,MN,http://www.schammelelectric.com/,,electricians,google_places
Mr. Electric of Austin,(512) 298-5153,"6448 US-290 Unit A-103, Austin, TX 78723, USA",Austin,MN,https://mrelectric.com/austin/?cid=LSTL_MRE000196&utm_source=gmb&utm_campaign=local&utm_medium=organic,4.8,electricians,google_places
Newry Construction LLC,(507) 440-3165,"28356 890th Ave, Austin, MN 55912, USA",Austin,MN,https://www.newryconstruction.com/,4.9,electricians,google_places
Mr Electric,(507) 589-4038,"Austin, MN 55912, USA",Austin,MN,https://mrelectric.com/,,electricians,google_places
Albert Lea Electric,(507) 373-6650,"1410 Olsen Dr, Albert Lea, MN 56007, USA",Albert Lea,MN,http://www.albertleaelectric.com/,4.4,electricians,google_places
Thompson Electric of Albert Lea,(507) 373-4279,"310 S 2nd Ave W, Albert Lea, MN 56007, USA",Albert Lea,MN,http://www.thompsonelectricofalbertlea.com/,4.2,electricians,google_places
O'Connor Electric LLC,(507) 383-5579,"1210 S Newton Ave, Albert Lea, MN 56007, USA",Albert Lea,MN,http://oconnorelectricllc.com/,3.7,electricians,google_places
Klocek Electric,(507) 377-0559,"1414 S 4th Ave, Albert Lea, MN 56007, USA",Albert Lea,MN,https://usmapol.org/details/klocek-electric-ChIJGRf,4.2,electricians,google_places
Midwest Ag Electric Inc,(507) 402-3817,"118 Columbus Ave, Albert Lea, MN 56007, USA",Albert Lea,MN,http://www.midwestagelectric.com/,4,electricians,google_places
TJ's Electric,(507) 377-3434,"1011 Garfield Ave, Albert Lea, MN 56007, USA",Albert Lea,MN,,1,electricians,google_places
Sota Electric LLC,(952) 233-7383,"11670 Laramie Ln, Belle Plaine, MN 56011, USA",Albert Lea,MN,https://www.sotaelectric.com/,5,electricians,google_places
Reindal Electric,(507) 874-3863,"150 S Broadway Ave, Alden, MN 56009, USA",Albert Lea,MN,,5,electricians,google_places
Farmland Electric Inc,(507) 377-2626,"1425 S Shore Dr, Albert Lea, MN 56007, USA",Albert Lea,MN,https://www.minnesota-electrician.com/electrician-in-albert-lea/,3.7,electricians,google_places
Quality Electric Services Inc,(507) 451-5916,"1231 S Oak Ave, Owatonna, MN 55060, USA",Owatonna,MN,http://qualityelec.com/,4.5,electricians,google_places
"The Retrofit Companies, Inc.",(800) 795-1230,"1010 Hoffman Dr NW, Owatonna, MN 55060, USA",Owatonna,MN,http://www.retrofitcompanies.com/,4.5,electricians,google_places
Van Meter Inc.,(507) 455-1670,"1000 24th Ave NW, Owatonna, MN 55060, USA",Owatonna,MN,https://www.vanmeterinc.com/locations/minnesota/owatonna-electrical-supply?utm_source=gmb&utm_term=awareness,4,electricians,google_places
Randall Electric,(507) 451-2614,"2010 S Cedar Ave #3, Owatonna, MN 55060, USA",Owatonna,MN,http://www.randallelectric.com/,,electricians,google_places
Steele-Waseca Co-Op Electric,(800) 526-3514,"2411 W Bridge St, Owatonna, MN 55060, USA",Owatonna,MN,http://swce.coop/,3.3,electricians,google_places
Broz Electric,(507) 414-1076,"61283 120th Ave, Claremont, MN 55924, USA",Owatonna,MN,https://www.facebook.com/profile.php?id=61551499689103&mibextid=LQQJ4d,5,electricians,google_places
Schumacher Electric Inc,(507) 835-1985,"2403 24th Ave Ct, Waseca, MN 56093, USA",Owatonna,MN,http://www.schumacherelectric.us/,4.4,electricians,google_places
Wencl Plumbing Inc,(507) 451-0987,"1082 SE 38th St, Owatonna, MN 55060, USA",Owatonna,MN,http://getwencl.com/,4,electricians,google_places
Willmar Electric,(320) 235-4386,"2405 Trott Ave SW, Willmar, MN 56201, USA",Willmar,MN,http://willmarelectric.com/,4.9,electricians,google_places
Gatewood Electric,(320) 235-2501,"1024 Meadow Ln SW, Willmar, MN 56201, USA",Willmar,MN,https://www.gatewoodelectricinc.com/,4.8,electricians,google_places
Freetly Electric,(320) 264-3121,"303 N 3rd St, Kerkhoven, MN 56252, USA",Willmar,MN,http://freetlyelectric.com/,4.8,electricians,google_places
"B & J Lake Region Electric, Inc.",(320) 796-6070,"4601 113th Ave NE, Spicer, MN 56288, USA",Willmar,MN,,5,electricians,google_places
Regal Electric,(320) 354-5167,"9525 County Rd 40 NE, Spicer, MN 56288, USA",Willmar,MN,http://regalelectricinc.com/,5,electricians,google_places
Area Lakes Electric LLC,(320) 295-2267,"801 26th Ave SW, Willmar, MN 56201, USA",Willmar,MN,,4.3,electricians,google_places
Sand Electric Inc,(320) 235-6851,"103 30th St NW Ste A, Willmar, MN 56201, USA",Willmar,MN,,,electricians,google_places
Baker Electric,(320) 235-5832,"2608 Fairway Dr NE, Willmar, MN 56201, USA",Willmar,MN,https://www.minnesota-electrician.com/electrician-in-willmar/,5,electricians,google_places
Electric Motor Company,(320) 235-4747,"4343 US-12 E, Willmar, MN 56201, USA",Willmar,MN,https://electricmotor.company/?utm_source=google&utm_medium=organic&utm_campaign=gbp,4.5,electricians,google_places
Stadtherr Electric Inc,(320) 231-1361,"809 3rd St SE, Willmar, MN 56201, USA",Willmar,MN,,4.3,electricians,google_places
Doug's Electric,(320) 235-7536,"2870 Fairway Dr NE, Willmar, MN 56201, USA",Willmar,MN,,4,electricians,google_places
"Arcs & Sparks, Inc Electrical Contracting",(320) 220-1376,"4217 113th Ave NE, Spicer, MN 56288, USA",Willmar,MN,,5,electricians,google_places
WZ Electric LLC,(320) 522-0837,"478 13th St, Bird Island, MN 55310, USA",Willmar,MN,http://www.wzelectricllc.com/,5,electricians,google_places
On Point Electric,(320) 894-4642,"1870 66th Ave NE, Willmar, MN 56201, USA",Willmar,MN,http://onpointelectricinc.com/,,electricians,google_places
Meier Electric Inc,(507) 532-3707,"1004 W Main St, Marshall, MN 56258, USA",Marshall,MN,http://www.meierelectric.com/,4.2,electricians,google_places
Werner Bros. Inc,(507) 532-3641,"801 Michigan Rd, Marshall, MN 56258, USA",Marshall,MN,,5,electricians,google_places
Amiret Electric,(507) 829-6277,"2306 Co Rd 2, Balaton, MN 56115, USA",Marshall,MN,http://www.amiretelectric.com/,4.8,electricians,google_places
Monte's Electric Inc.,(507) 532-6476,"205 George St, Marshall, MN 56258, USA",Marshall,MN,https://usmaperx.org/details/monte-s-electric-inc--ChIJuQf,4,electricians,google_places
Coleman Electric Inc,(507) 532-2420,"905 E Southview Dr, Marshall, MN 56258, USA",Marshall,MN,,5,electricians,google_places
Branch Electric Service LLC,(903) 503-0208,"309 E Austin St, Marshall, TX 75670, USA",Marshall,MN,http://www.branchelectricservice.com/,5,electricians,google_places
DC Electric LLP,(269) 873-8730,"13401 15 Mile Rd, Marshall, MI 49068, USA",Marshall,MN,http://www.dcelectricmi.com/,4.9,electricians,google_places
Mears Electric Inc.,(507) 829-7009,"76 Pleasant View Rd, Slayton, MN 56172, USA",Marshall,MN,http://www.mearselectric.com/,5,electricians,google_places
Marshall Electrical Contracting Inc.,(660) 886-8159,"175 W Slater St, Marshall, MO 65340, USA",Marshall,MN,http://mecelect.com/,4.8,electricians,google_places
"Miranda Electric Co., LLC",(903) 316-0830,"4772 FM1793, Marshall, TX 75672, USA",Marshall,MN,http://www.mirandaelectricco.com/,4.5,electricians,google_places
Dibble Electric,(507) 537-9603,"116 F St, Marshall, MN 56258, USA",Marshall,MN,,,electricians,google_places
Todavich Electric Inc,(218) 751-1699,"10330 Irvine Ave NW, Bemidji, MN 56601, USA",Bemidji,MN,https://www.todavichelectric.com/,4.6,electricians,google_places
"Hook'd Up Electric, LLC",(218) 368-0825,"10337 Juneberry Rd NW, Bemidji, MN 56601, USA",Bemidji,MN,http://www.hookdupelectric.com/,5,electricians,google_places
Bessler Electric,(218) 444-9473,"331 Oak Hills Rd SE, Bemidji, MN 56601, USA",Bemidji,MN,http://www.besslerelectric.com/,4.6,electricians,google_places
